.1.1.1,0.03881067471,203.5685909,0.09559491491,97.97499734,0.1600812418,64.42542734,0.1891424847,42.68748409,0.06701153029,47.9292706,0.03267973231,215.1206334,0.01382333848,11.7625629,0.06563170346,80.33656801,0.01673664894,245.8463401,0.006006880128,141.489463,0.03088077567,272.5954365,0.01761751914,432.4658595,0.03264265033,163.7784592,0.04255736919,237.0196341,0.03932872804,207.297249,0.1072386224,500.1033522,0.1903583739,829.6349353,3.22E-06,632.175996,0.02349757075,198.7314991,0.1250171037,77.70895353,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.2,0.04052956671,40.31610525,0.1096594985,17.39945329,0.2006016026,10.39661536,0.3484306624,5.445862883,0.09434218923,8.318194285,0.04967357236,32.33618277,0.003835584039,2.974844095,0.07593497174,10.5746347,0.01796347737,49.95417181,0.005472684247,20.05980665,0.03868027816,51.83535374,0.01180980157,118.8354834,0.044090005,35.60065739,0.04722710239,44.51969461,0.04100942369,41.07228595,0.1346875201,119.6025763,0.2268076451,229.6579351,0.0003329731439,184.7196203,0.0337864474,56.53396478,0.2205785638,7.919287778,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.3,0.04322371841,73.82163192,0.125147949,28.43969978,0.2503600488,15.2148203,0.5480938812,7.033815208,0.0866978318,14.30571244,0.04591374131,51.73997289,0.002900919181,4.991651652,0.09472065606,17.35919416,0.02104792356,79.69939177,0.0080142961,21.95800229,0.03921199014,94.15104238,0.01258968571,215.8472919,0.04506209161,65.99713802,0.04905863282,80.57546768,0.04324612427,75.24055075,0.1410470092,222.8097289,0.2238064088,445.5072366,7.00E-05,352.4266401,0.03457362003,101.1330362,0.386482011,8.165580468,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.1,0.03495316545,189.8575983,0.081426707,98.0727557,0.1333478123,65.05448661,0.1468900281,45.6272501,0.060954097,44.13873365,0.03013064908,199.6796103,0.01367803488,11.56829068,0.06064916577,74.94418484,0.01537715026,241.3876649,0.003845087892,191.6032833,0.02833747362,249.8039947,0.01621948499,392.2403559,0.02905896734,152.1068077,0.0385114739,221.7411964,0.03539564828,193.1665069,0.1043458156,460.0198456,0.2011101877,758.469241,1.04E-05,573.4033836,0.02180611728,186.2429021,0.08871787618,88.58812826,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.2,0.03748352852,58.14253363,0.09568791178,27.58100075,0.1557568349,18.86077924,0.2177814431,11.81638195,0.08166341414,12.70664362,0.04337702138,47.15395353,0.006285045462,4.309182604,0.06631136473,17.55091958,0.01601269882,80.73688124,0.004289065756,54.33927723,0.03415320219,74.58424064,0.01333082936,148.1963104,0.03683966044,49.593,0.04372263606,65.6152134,0.03887092412,59.06717256,0.1245653261,159.2295868,0.226131083,288.1186423,0.000244916987,223.6083783,0.02884962161,69.71861359,0.1380462191,20.00089161,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.3,0.04079426388,87.17851731,0.1099430339,37.93396694,0.1838332142,24.58833436,0.294166327,14.37665542,0.08021923692,18.53271637,0.04221232727,66.38350219,0.005597254985,6.022441357,0.07596163865,24.81798472,0.01768980496,110.5713133,0.005613844442,54.18521047,0.03615241588,112.1631524,0.01416632321,225.8659735,0.039,75.190,0.04677534702,97.64244775,0.04164417672,88.74500616,0.1299444074,245.1669107,0.2197251511,460.3194891,7.06E-05,355.6648341,0.03025853269,104.6753557,0.1915466175,22.44892665,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.1,0.03549572993,198.3570617,0.08294779412,102.255686,0.1365643586,67.82267636,0.1494941597,47.46872346,0.06148831335,46.68473175,0.03053822229,213.8284417,0.01395726386,12.04819334,0.06159405416,80.71711079,0.01572638219,251.2982478,0.003882911221,203.2832843,0.028462607,262.4535676,0.01676608998,405.1930868,0.029,158.455,0.03922675431,232.0551353,0.03602147863,201.742619,0.1037544862,477.1582962,0.1992243008,778.1409606,8.34E-06,587.5731125,0.02155606252,192.5865154,0.09137702758,90.47328834,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.2,0.03668138662,58.69181244,0.0941580209,27.86868527,0.1486752805,19.85591987,0.2052196156,12.52073549,0.0798534561,12.73327117,0.0444978035,44.73478137,0.005491786468,4.554854271,0.06474498534,17.2712722,0.01594922938,84.93669772,0.004043300929,61.14227153,0.03354704571,74.61126438,0.01301090713,150.002479,0.03655118367,50.46542775,0.0431967818,65.93910901,0.03812014586,59.65515073,0.1260375455,161.5514378,0.2314355954,293.5840186,0.0002260159433,226.762928,0.02881056609,71.02235031,0.1321270625,20.93679785,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.3,0.04030946961,89.48378341,0.1088045394,38.97422726,0.1758060304,26.13634354,0.2815084169,15.48804226,0.07862516023,18.92964995,0.04286267851,64.94176807,0.004994222799,6.394109488,0.07514711755,24.98409598,0.01738629744,116.7386341,0.005250596694,60.27116371,0.03622294179,114.2736554,0.014005927,230.528007,0.03926113498,77.64356426,0.04625853241,99.9348418,0.04094668729,91.14790178,0.1308706418,253.0538146,0.2217403915,477.0096001,5.10E-05,367.0483241,0.02990684519,107.2610352,0.1808832721,24.08548957,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.1,0.03720631155,199.0068383,0.08912723018,101.4740559,0.1422646598,70.71246571,0.1592819081,47.50584746,0.0661683237,48.13720823,0.03289739155,220.4221047,0.01287742945,12.679161,0.06117741182,82.09614672,0.01505069143,262.2380424,0.005135701696,191.4588061,0.0296750836,266.1225831,0.01737995909,409.105115,0.03083032967,159.2136318,0.04255950364,232.1693329,0.04036794835,202.4069511,0.1052242145,486.8849778,0.1960221982,799.3961829,3.24E-06,607.1471085,0.02315434554,193.1409293,0.1089314159,85.93620534,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.2,0.03955317495,51.45755125,0.1041761221,24.8151368,0.1563783848,17.76064303,0.2345521576,9.900705582,0.08693695092,11.60718558,0.04688153298,38.86239543,0.003116543927,4.391103361,0.05839518731,14.32859927,0.01499380246,79.12999176,0.004134677332,46.00287137,0.03606913145,66.9715311,0.01254829714,141.5964735,0.04434091079,44.72184416,0.04903789445,57.59791541,0.04320041771,52.49961723,0.1357455542,147.6945006,0.2332967712,269.2459041,0.0002507756861,212.8240356,0.03496412769,66.95176124,0.1553154332,15.59656965,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.3,0.04581604851,83.95198574,0.1288251666,34.82441906,0.2295081566,20.80272921,0.4792112732,9.728445558,0.08688362949,18.30812722,0.04485413982,60.79791029,0.002475385992,6.39098986,0.08500486944,19.91785177,0.02123001456,112.2208372,0.01048658869,33.85447776,0.03944009559,109.7063987,0.01420693533,240.0361447,0.04844546811,73.72549302,0.05245372809,93.17123101,0.0458173723,85.52478602,0.1450903432,246.9355523,0.2271202189,473.5173371,5.72E-05,372.3329062,0.03735726234,108.5572746,0.3671249236,12.77935212,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.1,0.03468512735,183.8493042,0.07754704597,99.43780887,0.1244395838,68.35640184,0.1327557024,48.38979366,0.06418716441,43.67646059,0.03098400603,204.5290607,0.01273586772,12.16160531,0.05763133479,75.21191277,0.01446740709,253.0076984,0.003142861627,251.3874747,0.02814925663,241.2005442,0.01621523468,367.5053769,0.0276563063,145.8140411,0.03981346711,214.8204301,0.0383343343,186.1890395,0.1044488704,442.1436015,0.2108768656,725.6610501,1.06E-05,543.7798481,0.0225094131,178.9421656,0.08271865952,92.24544965,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.2,0.037041273,66.19345786,0.09273919046,33.40345848,0.13637153,25.65972295,0.1758307049,16.64652231,0.08933217644,14.89157324,0.04544785606,51.59451139,0.005692016028,5.439620504,0.05651855074,20.43135748,0.01388419866,106.9415958,0.003160238048,100.3784534,0.03327608876,84.75239093,0.01324322484,158.9240325,0.0357358194,55.67280464,0.04791658778,74.65525551,0.04674890708,66.71040361,1.25E-01,176.1275899,0.2397352739,310.1409513,0.0002015215501,236.0331142,0.03069507057,75.53873202,0.1192975934,27.96799871,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.3,0.03994826187,94.47323773,0.1059290167,44.15730197,0.1588785899,32.06770656,0.2333192433,19.51775896,0.08239762296,21.21306335,0.04287930466,71.97035195,0.005231042377,7.232437552,0.06607352894,27.83123413,0.01561285277,140.085648,0.004365170443,92.2590274,0.03490362351,121.9366687,0.01435126941,234.4200935,3.88E-02,80.42551853,0.049720095,106.4825775,0.0458408508,95.93883502,1.29E-01,259.7937419,0.2264383423,472.4447049,6.02E-05,361.2983999,0.03098609218,108.4710594,0.161520069,31.10373821,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.1,0.03517729566,191.3754036,0.07878609167,103.3451843,0.1273894026,70.89561046,0.1349173015,50.12606347,0.06441611174,46.07109188,0.03137228556,218.8005286,0.01300794641,12.62362938,0.05874409504,80.72920976,0.01480040356,261.6218528,0.003209918057,263.2115103,0.02825447797,252.429942,0.01674672886,378.3780992,2.79E-02,151.3385806,0.04043704732,224.0053315,0.03882846363,193.7581225,1.04E-01,457.4252372,0.2088545633,743.5303174,8.50E-06,557.0269729,0.02218816004,184.7280776,0.08455759503,93.96024435,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.2,0.03579548054,66.8380702,0.09071117493,33.82953666,0.1303882845,26.87388212,0.165841508,17.46875417,0.0851395314,14.98373055,0.04584067777,49.13926531,0.005039632577,5.735688611,0.05467844357,20.3331951,0.0138617747,111.3827886,0.003200977426,106.8680028,0.03225977957,84.94400544,0.0129537399,160.758462,3.54E-02,56.84509465,0.04692430205,75.16199481,0.04522652555,67.54444427,0.1257948545,178.9387131,0.2443317082,316.1088093,0.00018578826,239.3665405,0.0299397385,76.92934001,0.1137753339,29.20250442,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.3,0.03877959305,96.93365761,0.1022783088,45.87533838,0.1501662367,34.18502649,0.2211937158,20.92933568,0.07729154565,21.86374744,0.04252662754,70.64027451,0.004676972206,7.742133074,0.06419816906,28.50187581,0.01540196911,147.3157629,0.004451519627,95.92113385,0.03433931144,124.2454903,0.01421813413,238.7797574,0.03837912436,83.20600993,0.04734789232,109.1095658,0.04268557062,98.64773457,0.1295458749,268.5064097,0.2271588768,488.7933883,4.34E-05,372.1763594,0.02979738473,111.1483834,0.1501758832,33.61433106,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.1,0.03829786155,137.8476897,0.09356061732,67.42518355,0.1550082743,45.20051547,0.1793914581,30.12779695,0.06637140577,32.71032277,0.03270003103,144.3367739,0.01337142906,8.212935818,0.06444049189,54.53165234,0.01625050368,171.8387419,0.006040067472,101.7927367,0.03052581111,184.3233122,0.01756804939,291.3253377,0.032195446,110.8342877,0.04200090625,160.6587465,0.03878062997,140.3358431,0.106428963,338.8258096,0.1912890481,559.1206191,3.20E-06,425.4571077,0.02331068389,134.1285395,0.1210907777,54.76541443,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.2,0.0405043649,29.23476145,0.1103462632,12.63977014,0.2027627166,7.611290925,0.35174715,3.954758705,0.09347474034,6.05802782,0.04908691465,22.67044825,0.003659190243,2.195745741,0.07600187166,7.422439052,0.01806112341,37.10287662,0.005627523323,14.48879353,0.03856329227,37.68297937,0.012,86.64660419,0.0452962362,25.85434113,0.04739873073,32.32316149,0.04080691273,29.778,0.1359944928,86.48529551,0.228216546,164.8897941,0.0003018606455,132.5681579,0.03422551746,40.84515525,0.2273876067,5.744311238,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.3,0.043099817,52.52364523,0.1264873867,20.28784527,0.2507388517,11.04704209,0.5455445143,5.095167973,0.08635080496,10.29388842,0.04544498059,36.20769257,0.002757093049,3.613560177,0.0948453589,12.08366845,0.02107606974,58.40712469,0.007863249628,16.11922199,0.03884759113,67.2514261,0.013,153.565853,0.04614054718,46.95410911,0.04943103403,57.46480874,0.04311522952,53.53167334,0.142384277,157.5445611,0.2245521224,311.7935633,6.51E-05,246.5673503,0.03481159288,71.14653626,0.3882945498,5.972192515,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.1,0.03449659969,128.1953477,0.07968045768,67.20746831,0.1292365685,45.30392972,0.1401668227,31.88656299,0.06012299112,30.00488783,0.03007426646,133.7731369,0.01308629595,8.074571027,0.05964026708,50.87059114,0.01506929254,167.6875844,0.003824237481,137.9336079,0.02802020622,168.4080316,0.016,263.0817418,0.02874294523,102.7031276,0.03802399283,149.7835708,0.03485027807,130.4030934,0.1040371552,310.8759184,0.203026961,510.4171623,1.04E-05,384.7525175,0.02157478766,125.4735257,0.08616010933,61.6550434,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.2,0.037050952,41.32841088,0.09487724565,19.84906568,0.15354234,13.79326948,0.2129403488,8.635980902,0.0803733797,9.122486424,0.04307072299,32.6069853,0.006006046776,3.158959474,0.06511578974,12.34871614,0.01587528316,59.34005575,0.004366871105,40.00857233,0.0337641479,53.04399332,0.01336911179,105.4054526,0.03728787801,35.29271676,0.04346433997,46.70487103,0.03807671431,41.99500834,0.1251518449,113.1403356,0.2279720193,203.1951986,0.0002264922287,157.3762727,0.02888190862,49.34351146,0.1380288411,14.60468525,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.3,0.04049027196,61.1610879,0.1096556532,26.95988907,0.1811086593,17.80343874,0.2875653208,10.43541421,0.07974815395,13.19077819,0.04210568944,45.81287603,0.005406900243,4.346003273,0.07492623491,17.26709448,0.01755619808,80.52768235,0.005710138088,39.71162576,0.03579208986,78.82500965,0.01430229344,158.2239316,0.03988857956,52.72587475,0.04679878248,68.67413978,0.04115091571,62.25679986,0.1305725871,171.440799,0.2209116223,318.8324534,6.65E-05,245.9333638,0.03028074188,72.75183453,0.1911468838,16.37212667,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.1,0.03498944206,133.7703941,0.08102876619,70.01565899,0.1321805044,47.1932202,0.1422421948,33.16890508,0.06058299074,31.6852008,0.03047130889,143.1313518,0.01335354203,8.396380631,0.06059150405,54.71822678,0.01537409829,174.1826915,0.003862846667,146.0560096,0.02811476931,176.674169,0.01675917392,271.3844972,0.0290132354,106.8681675,0.03867870205,156.5491761,0.0354287984,136.0179368,0.1033179523,322.1462034,0.2010987436,523.3362593,8.36E-06,394.0904961,0.02128857331,129.6677789,0.08814396072,63.01005257,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.2,0.03627655746,41.84310494,0.09345424238,20.09912681,0.1473109222,14.51033441,0.2017589806,9.137063371,0.07863701793,9.173438189,0.04411276611,31.05624966,0.00528222045,3.333654247,0.06362510288,12.1952018,0.01583513892,62.36377808,0.004133988901,44.69265354,0.03313251459,53.24208346,0.01306536613,106.9567449,0.03702401586,35.9988501,0.04297620653,47.08219635,0.03735188174,42.53424416,0.1265529702,115.062903,0.2329471539,207.4509188,0.0002085695614,159.9518821,0.02884750794,50.35487059,0.1326310411,15.27855122,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.3,0.04008441571,62.74136955,0.1088412907,27.68810486,0.1738768627,18.88620662,0.276635168,11.21722946,0.07840335189,13.49659941,0.04277583257,44.92455179,0.004858396471,4.601128179,0.07416040981,17.40307881,0.01730964423,84.92398022,0.005357329071,43.94442299,0.03590766063,80.31498594,0.01419932463,161.2224518,0.03981107839,54.38211243,0.04646331295,70.27749862,0.04060349621,63.90016396,0.1315491692,176.7090754,0.2227591834,329.6317042,4.82E-05,253.1632258,0.02992139619,74.33529192,0.1816938001,17.51995553,,,,,,,,,,,,,,,,,,,,,,,,
