.1.1.1,0.01115340892,203.5685909,0.008171215099,97.97499734,0.0215115862,64.42542734,0.05532348124,42.68748409,0.0002595541931,47.9292706,0.1607590988,215.1206334,4.55E-05,11.7625629,0.001932083768,80.33656801,0.004092161194,245.8463401,0.03496296219,141.489463,0.1297659938,272.5954365,0.00613122811,432.4658595,0.01578378879,163.7784592,0.009531614612,237.0196341,0.0119863371,207.297249,0.005957364697,500.1033522,0.003634419546,829.6349353,3.67E-03,632.175996,0.01079466588,198.7314991,0.03479425143,77.70895353,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.2,0.00481890123,40.31610525,0.003127865783,17.39945329,0.01124100864,10.39661536,0.03865794359,5.445862883,0.0001757696729,8.318194285,0.1092851082,32.33618277,6.34E-06,2.974844095,0.002002821873,10.5746347,0.001633046002,49.95417181,0.02060067349,20.05980665,0.1018026165,51.83535374,0.001951478032,118.8354834,0.006388111563,35.60065739,0.004444318465,44.51969461,0.005188858961,41.07228595,0.002056949359,119.6025763,0.001057425283,229.6579351,0.00110101308,184.7196203,0.002977018692,56.53396478,0.03270629501,7.919287778,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.3,0.0004775714167,73.82163192,0.0004717493447,28.43969978,0.001625021375,15.2148203,0.006439415408,7.033815208,3.68E-06,14.30571244,0.1158238193,51.73997289,5.76E-07,4.991651652,4.66E-05,17.35919416,0.0001386873808,79.69939177,0.007090156569,21.95800229,0.08759858707,94.15104238,0.0002009767835,215.8472919,0.0005983154101,65.99713802,0.0004282078832,80.57546768,0.0004992720725,75.24055075,0.0001980581092,222.8097289,9.39E-05,445.5072366,1.01E-04,352.4266401,0.0002890429723,101.1330362,0.005560968905,8.165580468,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.1,0.0243225578,189.8575983,0.01703174639,98.0727557,0.03648867463,65.05448661,0.09453713289,45.6272501,0.001531483795,44.13873365,0.1612822253,199.6796103,0.0002405451112,11.56829068,0.005700487506,74.94418484,0.01122201391,241.3876649,0.05243048346,191.6032833,0.1369887854,249.8039947,0.01279543972,392.2403559,0.03314872672,152.1068077,0.02095130666,221.7411964,0.02558841404,193.1665069,0.01302642229,460.0198456,0.00878859451,758.469241,8.50E-03,573.4033836,0.02468192635,186.2429021,0.0528544451,88.58812826,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.2,0.01764148027,58.14253363,0.01323573331,27.58100075,0.03153148922,18.86077924,0.08636490575,11.81638195,0.0008902037072,12.70664362,0.1214941474,47.15395353,0.0001471674708,4.309182604,0.005537762403,17.55091958,0.009039566171,80.73688124,0.04151600144,54.33927723,0.1152506035,74.58424064,0.008184344275,148.1963104,0.02403589416,49.593,0.01557110298,65.6152134,0.01919139815,59.06717256,0.00869528328,159.2295868,0.005038374025,288.1186423,0.004943906439,223.6083783,0.01480958716,69.71861359,0.05938314286,20.00089161,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.3,0.008343145052,87.17851731,0.006767734071,37.93396694,0.01759616661,24.58833436,0.05439750611,14.37665542,0.0002697432019,18.53271637,0.1238679218,66.38350219,5.47E-05,6.022441357,0.002223047483,24.81798472,0.003734944727,110.5713133,0.02925942823,54.18521047,0.1034860639,112.1631524,0.003861707046,225.8659735,0.011,75.190,0.007381854252,97.64244775,0.008954571397,88.74500616,0.003943077135,245.1669107,0.002095814574,460.3194891,2.15E-03,355.6648341,0.006642320275,104.6753557,0.03900791735,22.44892665,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.1,0.02424267459,198.3570617,0.01696953595,102.255686,0.03574483483,67.82267636,0.09387341417,47.46872346,0.00134914063,46.68473175,0.1633748199,213.8284417,0.0002561918845,12.04819334,0.005955864916,80.71711079,0.01271116956,251.2982478,0.0517067815,203.2832843,0.138928069,262.4535676,0.01287785282,405.1930868,0.033,158.455,0.02077788427,232.0551353,0.02541266132,201.742619,0.01298693422,477.1582962,0.008791976262,778.1409606,8.62E-03,587.5731125,0.02485123516,192.5865154,0.05389739945,90.47328834,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.2,0.0227625098,58.69181244,0.01646762059,27.86868527,0.03711552485,19.85591987,0.1022206933,12.52073549,0.001053492402,12.73327117,0.1143353433,44.73478137,0.0001678298454,4.554854271,0.008521182512,17.2712722,0.01128463204,84.93669772,0.04441037599,61.14227153,0.1158803777,74.61126438,0.01015669967,150.002479,0.02991174487,50.46542775,0.02019297298,65.93910901,0.02427550302,59.65515073,0.01090300034,161.5514378,0.006364426639,293.5840186,0.00620468512,226.762928,0.01865758263,71.02235031,0.07087300466,20.93679785,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.3,0.01139445466,89.48378341,0.008753732738,38.97422726,0.02162356568,26.13634354,0.06528982265,15.48804226,0.0003776502124,18.92964995,0.1169766019,64.94176807,6.59E-05,6.394109488,0.003744829544,24.98409598,0.004511749108,116.7386341,0.03235698314,60.27116371,0.1028830454,114.2736554,0.005023408237,230.528007,0.01456451582,77.64356426,0.01016081941,99.9348418,0.01200295852,91.14790178,0.005145401235,253.0538146,0.002834083418,477.0096001,2.85E-03,367.0483241,0.008994099676,107.2610352,0.04761618515,24.08548957,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.1,0.01933905782,199.0068383,0.01242309816,101.4740559,0.03671515347,70.71246571,0.08843026585,47.50584746,0.0004066530909,48.13720823,0.1543810147,220.4221047,6.46E-05,12.679161,0.004972830118,82.09614672,0.008918710394,262.2380424,0.03992855236,191.4588061,0.1403637057,266.1225831,0.01132233888,409.105115,0.02881776387,159.2136318,0.01650252899,232.1693329,0.02116702003,202.4069511,0.01110061846,486.8849778,0.00665478465,799.3961829,6.56E-03,607.1471085,0.01935965386,193.1409293,0.05744475047,85.93620534,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.2,0.01513540917,51.45755125,0.006370080357,24.8151368,0.02309453532,17.76064303,0.08181211889,9.900705582,0.0008830094093,11.60718558,0.1047293674,38.86239543,6.64E-06,4.391103361,0.00927254604,14.32859927,0.004023673857,79.12999176,0.02967536913,46.00287137,0.1240030713,66.9715311,0.006335353909,141.5964735,0.02097723492,44.72184416,0.01446609252,57.59791541,0.01663697061,52.49961723,0.006766372587,147.6945006,0.003767108461,269.2459041,0.003944698912,212.8240356,0.01062866226,66.95176124,0.06733306931,15.59656965,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.3,0.0007043009822,83.95198574,0.0006195170962,34.82441906,0.002251484272,20.80272921,0.008190529732,9.728445558,4.11E-06,18.30812722,0.110071091,60.79791029,6.80E-07,6.39098986,7.75E-05,19.91785177,0.0002068921256,112.2208372,0.008297921007,33.85447776,0.09953930039,109.7063987,0.0003203019538,240.0361447,0.0009001516494,73.72549302,0.0006186269814,93.17123101,0.0007362571987,85.52478602,0.0003046805929,246.9355523,0.0001413348627,473.5173371,1.65E-04,372.3329062,0.0004188434898,108.5572746,0.006869469039,12.77935212,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.1,0.031322215,183.8493042,0.02078848794,99.43780887,0.04494234939,68.35640184,0.1177749893,48.38979366,0.002011977197,43.67646059,0.1564495301,204.5290607,0.0003478053024,12.16160531,0.007619786828,75.21191277,0.01742713529,253.0076984,0.05440273243,251.3874747,0.1443699759,241.2005442,0.01787137096,367.5053769,0.04577146343,145.8140411,0.02701815329,214.8204301,0.03434439473,186.1890395,0.01759588621,442.1436015,0.01181269127,725.6610501,1.17E-02,543.7798481,0.03369428649,178.9421656,0.06568942398,92.24544965,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.2,0.0268814225,66.19345786,0.01803807164,33.40345848,0.04439860591,25.65972295,0.1331053621,16.64652231,0.001290584032,14.89157324,0.1152953184,51.59451139,0.0001855488047,5.439620504,0.01022340687,20.43135748,0.01583284061,106.9415958,0.04536124341,100.3784534,0.1299140493,84.75239093,0.01440255006,158.9240325,0.04031258129,55.67280464,0.02370498386,74.65525551,0.03076932245,66.71040361,1.47E-02,176.1275899,0.008363668427,310.1409513,0.008434046891,236.0331142,0.02459616668,75.53873202,0.07880663141,27.96799871,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.3,0.01400144307,94.47323773,0.009917890414,44.15730197,0.02660941166,32.06770656,0.09440725845,19.51775896,0.0004508688304,21.21306335,0.1157294635,71.97035195,7.33E-05,7.232437552,0.004784962157,27.83123413,0.007292437136,140.085648,0.03454297153,92.2590274,0.1155070379,121.9366687,0.00719726512,234.4200935,1.99E-02,80.42551853,0.01230421008,106.4825775,0.01535586494,95.93883502,7.34E-03,259.7937419,0.003779010279,472.4447049,3.95E-03,361.2983999,0.01179047997,108.4710594,0.05463978899,31.10373821,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.1,0.03120967729,191.3754036,0.0207559638,103.3451843,0.04404598163,70.89561046,0.1172450333,50.12606347,0.00182470461,46.07109188,0.1584267356,218.8005286,0.0003625791198,12.62362938,0.007801477483,80.72920976,0.01860993381,261.6218528,0.05377065754,263.2115103,0.1460515526,252.429942,0.0179398898,378.3780992,4.56E-02,151.3385806,0.02681382596,224.0053315,0.03405954059,193.7581225,1.75E-02,457.4252372,0.01181707368,743.5303174,1.18E-02,557.0269729,0.0337775046,184.7280776,0.06643490383,93.96024435,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.2,0.03320976347,66.8380702,0.02138771313,33.82953666,0.05091399494,26.87388212,0.145702011,17.46875417,0.001433297354,14.98373055,0.108646415,49.13926531,0.0001966866856,5.735688611,0.01440600386,20.3331951,0.01754199632,111.3827886,0.04676759005,106.8680028,0.1323909019,84.94400544,0.01693052267,160.758462,4.72E-02,56.84509465,0.02937766319,75.16199481,0.03653999004,67.54444427,0.01751062346,178.9387131,0.01006759315,316.1088093,0.01004728716,239.3665405,0.02926698339,76.92934001,0.09113799068,29.20250442,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.3,0.01821491683,96.93365761,0.01183437306,45.87533838,0.03071666459,34.18502649,0.09189576175,20.92933568,0.0005792911041,21.86374744,0.1087078901,70.64027451,7.80E-05,7.742133074,0.006928917261,28.50187581,0.007343519595,147.3157629,0.03526276901,95.92113385,0.1168160385,124.2454903,0.008793991963,238.7797574,0.02459210647,83.20600993,0.01609559654,109.1095658,0.01939680175,98.64773457,0.008758280555,268.5064097,0.004796532343,488.7933883,4.98E-03,372.1763594,0.01486952917,111.1483834,0.0651187836,33.61433106,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.1,0.01213085324,137.8476897,0.008858132142,67.42518355,0.02254622189,45.20051547,0.05758506387,30.12779695,0.0002701161959,32.71032277,0.1592424525,144.3367739,5.19E-05,8.212935818,0.001978877117,54.53165234,0.004339103162,171.8387419,0.03516483408,101.7927367,0.1308320033,184.3233122,0.006761150606,291.3253377,0.01722888114,110.8342877,0.01032107903,160.6587465,0.01305911659,140.3358431,0.006481513652,338.8258096,0.003946630223,559.1206191,4.02E-03,425.4571077,0.01175360599,134.1285395,0.03704697473,54.76541443,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.2,0.004353812077,29.23476145,0.003018970178,12.63977014,0.01043279635,7.611290925,0.03536414583,3.954758705,0.0001318856873,6.05802782,0.1109938168,22.67044825,6.87E-06,2.195745741,0.001625067896,7.422439052,0.001480239671,37.10287662,0.01939518058,14.48879353,0.1024985842,37.68297937,0.002,86.64660419,0.005752299409,25.85434113,0.003958580266,32.32316149,0.004671567939,29.778,0.001869045835,86.48529551,0.0009554037511,164.8897941,0.0009986266321,132.5681579,0.002673920016,40.84515525,0.02990056179,5.744311238,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.3,0.0004891345379,52.52364523,0.0004893493472,20.28784527,0.001635446109,11.04704209,0.006523015963,5.095167973,3.65E-06,10.29388842,0.1164346437,36.20769257,6.30E-07,3.613560177,4.76E-05,12.08366845,0.000142168834,58.40712469,0.006973522901,16.11922199,0.08896365311,67.2514261,0.000,153.565853,0.0006193256374,46.95410911,0.0004351881767,57.46480874,0.0005121312781,53.53167334,0.000206022325,157.5445611,9.80E-05,311.7935633,1.05E-04,246.5673503,0.0002998370664,71.14653626,0.005653050162,5.972192515,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.1,0.02657621773,128.1953477,0.0185032871,67.20746831,0.03878195254,45.30392972,0.09899850852,31.88656299,0.001608937903,30.00488783,0.160100509,133.7731369,0.0002734918804,8.074571027,0.006113186345,50.87059114,0.0122220124,167.6875844,0.05275062265,137.9336079,0.1389120012,168.4080316,0.014,263.0817418,0.03620640567,102.7031276,0.02283029823,149.7835708,0.02794321808,130.4030934,0.0142727779,310.8759184,0.00957981887,510.4171623,9.36E-03,384.7525175,0.02702993085,125.4735257,0.05698951724,61.6550434,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.2,0.0185643134,41.32841088,0.01389068923,19.84906568,0.03217419058,13.79326948,0.08618929043,8.635980902,0.0009058072037,9.122486424,0.1203248649,32.6069853,0.000162704065,3.158959474,0.00570931446,12.34871614,0.00919081093,59.34005575,0.04123945204,40.00857233,0.1166973153,53.04399332,0.008589184033,105.4054526,0.02515530658,35.29271676,0.01633547176,46.70487103,0.02014944488,41.99500834,0.009143800949,113.1403356,0.005322628012,203.1951986,0.005249666432,157.3762727,0.01565705386,49.34351146,0.06134346231,14.60468525,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.3,0.008858782628,61.1610879,0.007175435445,26.95988907,0.01806051267,17.80343874,0.05422111721,10.43541421,0.0002793400105,13.19077819,0.1222691522,45.81287603,6.18E-05,4.346003273,0.002301434983,17.26709448,0.003812778564,80.52768235,0.02914546488,39.71162576,0.1047981362,78.82500965,0.00410672478,158.2239316,0.01176117941,52.72587475,0.007801738986,68.67413978,0.009508880152,62.25679986,0.004195200453,171.440799,0.002252163581,318.8324534,2.31E-03,245.9333638,0.007134777149,72.75183453,0.04020557598,16.37212667,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.1,0.02648717015,133.7703941,0.01842801606,70.01565899,0.03802706287,47.1932202,0.09833032423,33.16890508,0.001432790435,31.6852008,0.1622429576,143.1313518,0.0002887545198,8.396380631,0.006358331313,54.71822678,0.01365931514,174.1826915,0.05210985159,146.0560096,0.140808022,176.674169,0.0142370189,271.3844972,0.0361107688,106.8681675,0.0226470411,156.5491761,0.02775639587,136.0179368,0.01423529348,322.1462034,0.009592242738,523.3362593,9.48E-03,394.0904961,0.02719813945,129.6677789,0.05795410465,63.01005257,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.2,0.02337717333,41.84310494,0.01692408488,20.09912681,0.03725878127,14.51033441,0.1009036992,9.137063371,0.00105881373,9.173438189,0.1134621615,31.05624966,0.0001798353694,3.333654247,0.008495113117,12.1952018,0.01119133392,62.36377808,0.04388862155,44.69265354,0.1172675288,53.24208346,0.01045655591,106.9567449,0.0306827015,35.9988501,0.02067628016,47.08219635,0.02495034641,42.53424416,0.01122012571,115.062903,0.006574621183,207.4509188,0.006449014215,159.9518821,0.01928537209,50.35487059,0.07196163554,15.27855122,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.3,0.01172662505,62.74136955,0.009046444487,27.68810486,0.02170944754,18.88620662,0.06467761739,11.21722946,0.0003764433132,13.49659941,0.1154979682,44.92455179,7.09E-05,4.601128179,0.00370736328,17.40307881,0.004508126463,84.92398022,0.03196983414,43.94442299,0.1042704056,80.31498594,0.005217234806,161.2224518,0.01503102344,54.38211243,0.01040035468,70.27749862,0.01237450521,63.90016396,0.005335844533,176.7090754,0.002954223197,329.6317042,2.99E-03,253.1632258,0.009379838293,74.33529192,0.04789614118,17.51995553,,,,,,,,,,,,,,,,,,,,,,,,
