.1.1.1,0.01813716679,363.6827635,0.1794606126,306.6305498,0.1336569809,307.7750268,0.04416193946,365.0999378,0.01921496923,366.0875396,0.04017231751,657.1875528,0.03492539492,199.2862907,0.022241641,311.1048262,0.01504146279,467.3513491,0.02530889653,283.1847547,0.03939913037,649.706534,0.02059582969,332.5725081,0.01687046305,414.9110674,0.02046217203,329.76208,0.01864490048,366.4380201,0.01698696649,415.9555419,0.01461331123,456.3408191,0.01611072787,435.5967548,0.05311545697,509.9786213,0.00105237384,136.7844214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.2,0.02092548782,42.18456798,0.2134768894,36.6223947,0.145244205,41.60931854,0.04043119519,52.11799684,0.0219944239,42.28649332,0.02840675802,84.38962877,0.03451073599,25.13635842,0.02515689805,36.50940578,0.01600203241,56.22231917,0.02498987047,35.73568574,0.02578308152,83.42695525,0.01922135887,45.31012826,0.01846810623,48.9512375,0.02277166745,37.94089866,0.02186316071,42.40775479,0.017931647,48.38483623,0.01481968263,53.77273058,0.01890266762,50.21224895,0.07178291673,106.0716051,0.001201211485,12.50574959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.3,0.01622087375,41.34044918,0.1834348381,39.20222976,0.140058643,46.35918298,0.03860355351,56.40678674,0.01618918307,41.74291216,0.02541470879,121.6301617,0.027020732,24.11460893,0.02021540477,35.13141215,0.01220311359,53.68610882,0.0222348882,29.11670999,0.02326896983,119.7012182,0.01445943345,44.31589249,0.01282187773,52.99293461,0.01935773133,35.22924705,0.01631584639,41.48036517,0.01286550695,50.69442587,0.01048056443,57.0555338,0.01363369597,51.59483412,0.09468046172,135.4968017,0.0003704994413,5.224005422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.1,0.01545104388,456.0366228,0.1736139616,374.4857774,0.113662987,379.9985432,0.03572396684,460.0360777,0.01622506501,457.6969993,0.03573747647,714.3380111,0.0284585125,258.2510493,0.0182603206,398.7220659,0.01290043405,588.9507721,0.01846502936,412.0953745,0.03503451559,707.9054104,0.0171573058,423.5758485,0.01462795802,503.3017275,0.01700561672,422.1295143,0.01621258801,464.3385543,0.01467411294,507.9660568,0.01306502869,552.4864969,0.01416734621,524.3841731,0.04116924484,574.5052221,0.001372682707,232.1283372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.2,0.01838637806,112.8634194,0.2148814826,90.6148713,0.126826647,101.5888393,0.03568094812,131.6642552,0.01924333954,113.5706862,0.02748221686,179.0236215,0.03067282804,68.81459752,0.02101263084,101.7371515,0.01398276601,153.196227,0.01897279928,115.8039187,0.026449546,176.6527195,0.01863882969,111.6379735,0.01740637523,124.757,0.01991587993,105.0967285,0.0188258121,114.9382735,0.01749012071,123.6961293,0.01505773285,134.1467038,0.01764786089,126.5437355,0.05574239715,184.4622057,0.001438861315,53.80902299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.3,0.01961185346,116.019294,0.2123895067,97.02418164,0.1408658734,108.8721488,0.04083485786,137.1727614,0.02047352615,116.9711223,0.02813490217,219.9091358,0.03344582993,69.00881632,0.02306152886,102.1514052,0.01491468198,157.0229705,0.02283837148,104.4959133,0.02713768832,216.4708673,0.02007640573,113.3943133,0.018,133.220,0.02170581946,105.8753008,0.01999547877,117.2780116,0.01793904377,131.0258067,0.01511288529,143.2641565,0.01802976872,134.766591,0.07055568058,214.9662647,0.001222831926,41.89445501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.1,0.01533064603,472.9129257,0.1786369659,382.1550172,0.1142449538,390.2830916,0.03515495896,480.2562028,0.01609361176,474.7225016,0.0368799686,746.1894256,0.0280788127,270.1637696,0.01802199932,415.8236474,0.01273329773,614.0078411,0.01786704824,439.1543997,0.0362028055,739.7017993,0.01717260326,437.4199375,0.014,522.781,0.01687014772,437.2521449,0.01595672916,482.485939,0.0145504165,527.2743238,0.01290871586,574.2358655,0.01394004634,544.6020868,0.04047359166,593.4455745,0.001396643735,238.4882027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.2,0.01852333094,123.0212201,0.2273813576,95.74979401,0.1286371808,109.8519283,0.03469944016,144.8499335,0.01938832303,123.8802605,0.02497864653,186.8394399,0.03012267803,77.08810737,0.02097329418,111.9568471,0.01380631905,170.8616527,0.01820656933,132.2568781,0.02401575474,184.4028989,0.01882704048,121.5167943,0.01767799764,134.7250881,0.01992366419,115.4832639,0.01903332078,125.6624741,0.01780208985,133.5754732,0.01550222131,144.0501238,0.01809488229,135.5141031,0.05449053331,195.3008702,0.001578312951,62.31705253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.3,0.02026832003,127.2399729,0.2222176307,104.0825679,0.1434052861,118.7664747,0.04052898347,150.8775237,0.02120721119,128.3304106,0.02601054876,231.388314,0.03382182073,77.43348528,0.0236617293,112.806206,0.01516659422,175.8138749,0.0228176742,118.3283547,0.02512330302,227.6197257,0.02074922221,124.5621435,0.01856957596,144.6662312,0.02223004369,117.1876939,0.02085803736,128.7007965,0.01875944481,142.2077524,0.01604722386,154.3783289,0.01902342517,144.9294056,0.06981720987,228.5560182,0.001396983728,49.7113937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.1,0.01832389735,451.0769246,0.1961282074,367.310828,0.1248445319,384.1135556,0.03856850835,479.5723854,0.01941023571,454.0442551,0.03764285882,735.0146016,0.03310687917,262.9212049,0.02179577924,398.5483393,0.01470793668,592.2358907,0.02160986738,417.3055973,0.03684347833,726.2054407,0.02039807344,419.330044,0.01757482145,502.1138818,0.02017892979,416.7888949,0.01881816737,457.2696778,0.0177020893,501.2497149,0.0154459668,545.073367,0.0173156838,517.2563879,0.04669451545,594.9660441,0.001377130667,204.1710113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.2,0.02257889917,95.03745615,0.2449868255,76.83518743,0.1407450032,89.63675392,0.03650329865,118.5929131,0.02445744357,94.63965871,0.02647844783,146.2142976,0.03478821061,60.18976892,0.02650437976,84.27492337,0.01684209491,130.2189666,0.02260468375,98.03541587,0.02324181703,145.2571691,0.022549463,95.85440216,0.02120488494,103.6854757,0.0231733689,88.30044876,0.02422714553,96.14780031,0.02005640179,103.4043572,0.0176511855,111.1816208,0.02234148822,103.1995791,0.06563111311,174.3120532,0.001725776798,39.72927521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.3,0.01988829949,66.26892127,0.2240581656,61.4259135,0.1582737199,73.38774972,0.04123601253,90.36302931,0.01953816965,66.19500602,0.02373705776,160.3796429,0.0322615124,39.83405267,0.02541706531,56.73946861,0.01454157629,89.57805133,0.02490657035,49.76818259,0.02117241577,159.1715358,0.01845469815,68.41024817,0.01711898102,80.78107267,0.02306458288,57.71463777,0.01999239192,66.47213861,0.01622964044,78.09289011,0.01501184663,85.39856745,0.01776012654,77.45987173,0.09567462115,185.6351399,0.0004209750977,9.467698828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.1,0.01451421976,534.944018,0.1874591357,424.6274501,0.1018277451,450.7282127,0.02970901458,580.0973547,0.01521546457,536.5995173,0.03315895261,782.280009,0.02545239727,317.7063195,0.01649020354,485.1572512,0.01188798952,700.8030599,0.01483525548,571.6002113,0.03248430957,775.5024034,0.01585998118,503.0733271,0.01401865215,579.8263045,0.01578089192,500.3758636,0.01507488274,549.824361,0.01418044599,581.0291164,0.01262476864,628.9784274,0.01385295359,593.1983682,0.03590909048,646.935995,0.001424383135,304.3190114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.2,0.01716130915,184.7169399,0.2358281705,140.1950977,0.1100976315,166.4387011,0.02831823655,232.4093943,0.01809505425,185.4725393,0.02378893087,255.3225502,0.02695501533,118.8921762,0.01869948784,174.4526398,0.01269278781,255.6897308,0.01460851976,233.4040158,0.02259876706,252.4974375,0.01749107572,181.5508787,0.01687404507,197.3688851,0.01802516431,174.7841896,0.01737190686,190.8142397,1.68E-02,194.6391188,0.01477027956,208.8279868,0.01777052111,195.0345189,0.04779038088,262.6240101,0.001416937147,105.5584207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.3,0.01981071974,181.9868502,0.2344206725,145.1736912,0.1307382659,169.4766454,0.03514788022,226.1432334,0.0207851933,182.6916293,0.02574420509,291.7849945,0.03170258002,113.8676349,0.02240209074,166.4046622,0.01468000319,251.2814888,0.01910955602,199.1709868,0.02459781302,288.0678691,0.02029898133,176.9615286,1.88E-02,200.8163239,0.02107535979,169.4368603,0.02010850458,186.1327179,1.85E-02,197.4849825,0.01598543009,213.1504408,0.01954427839,199.2756715,0.06266951591,292.0636601,0.001268981412,82.42747806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.1,0.01443385615,551.3249015,0.1918384359,431.6207205,0.102300752,460.6217387,0.02937479433,600.2116539,0.01510212518,553.059162,0.03426648573,812.1084746,0.02523082234,329.5435115,0.01631726515,502.0951333,0.01177935844,725.2895197,0.01450246498,599.548327,0.0336241873,805.4314826,0.01589714465,516.5827551,1.39E-02,598.5568286,0.01569498738,515.1676238,0.01489318429,567.5523129,1.41E-02,599.4468431,0.01250191991,649.748221,0.01364254298,612.3813505,0.03526133811,664.632019,0.001448741418,311.3843521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.2,0.01745471868,196.3999983,0.2434855707,146.4174909,0.1131528896,175.5193965,0.02846138615,246.1670239,0.01842495427,197.3077481,0.02217996757,264.9003299,0.02708485182,128.2941383,0.01904818656,185.5153531,0.01274757145,275.587069,0.01469820378,249.5746874,0.02107315463,261.9969219,0.01784156859,192.8094125,1.72E-02,209.1178137,0.01826424403,186.7717686,0.01774412171,202.881911,0.01712647505,206.4677982,0.01520874312,220.8091471,0.01823745203,205.8679248,0.04710975801,275.2731459,0.001587131549,114.8220423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.3,0.02129418748,196.0479381,0.2404669286,155.117048,0.1379026978,180.806252,0.03704445655,239.1228822,0.02248115816,196.8967264,0.02486512213,306.6567827,0.03387344446,123.61326,0.02434032078,177.4308189,0.01566509305,273.175061,0.0211054271,207.0135871,0.02380721807,302.5628384,0.02190328393,190.8983365,0.02022671015,215.6591433,0.02254090268,183.5605585,0.02197736252,199.3275635,0.01996137693,212.5956989,0.01745780362,228.0211912,0.02115243222,213.3834476,0.06278071189,309.4299666,0.001514110997,89.20534752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.1,0.01887229054,259.5247538,0.1855229553,217.7980342,0.1355112501,220.6393754,0.04441033306,263.3876461,0.01995828904,261.3006289,0.03954250263,456.9087972,0.0358787503,143.8582626,0.02301368606,222.9627307,0.01549899166,336.1985583,0.02578249859,206.2167237,0.03877033226,451.5261764,0.02128269098,238.1575848,0.01764566248,294.6824858,0.02119193051,236.3711055,0.01937151727,261.4298098,0.01782213027,295.0478293,0.01526443731,322.9398146,0.01693467886,308.3626168,0.05269373248,360.187719,0.001070581323,99.37220173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.2,0.02129682466,30.41103226,0.2161673035,26.50693156,0.1485531661,30.27033448,0.04118132014,37.86760684,0.02226312797,30.47917051,0.02784463761,60.74217812,0.03502879427,18.12020831,0.02559116104,26.32144786,0.01617370836,40.65845771,0.02552852057,25.45527486,0.02505781857,60.05281121,0.020,32.51529125,0.01873074903,35.3581477,0.0232658116,27.31706109,0.02214197246,30.547,0.01830650026,34.82887419,0.01507443327,38.49015243,0.01947261126,35.85047062,0.07465452193,76.45329976,0.001116033152,8.615485236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.3,0.01652176091,30.26462066,0.1868101656,28.64355279,0.1427951051,34.02599047,0.03895808174,41.57468134,0.01648184133,30.53555379,0.02485395028,87.38384252,0.02720603584,17.7348709,0.0204531372,25.79050553,0.01229562248,39.45535766,0.02229491763,21.51653809,0.02254298455,85.99735832,0.015,32.31223702,0.01299485271,38.67904303,0.01968877022,25.82516492,0.01661301307,30.36706791,0.01320003768,36.82773904,0.01067857867,40.94348743,0.01422271613,37.00825108,0.09684338656,97.87221803,0.000370045291,3.818748911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.1,0.01584623343,323.5331913,0.1790592695,263.5886623,0.1141987985,270.2331333,0.03544660228,330.4654235,0.01660373315,324.7438252,0.03507345482,496.4515499,0.02877996083,185.5101274,0.01860299901,284.3436213,0.01311990226,420.6466168,0.01847095947,299.8526461,0.03438261246,491.9495378,0.018,301.2752005,0.01504941702,355.757241,0.01736121129,300.5052202,0.01656728488,329.5566571,0.01513657312,358.4824296,0.01343299536,389.1993933,0.01464865004,369.1181816,0.04058756846,404.1810983,0.001421582164,167.2905031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.2,0.01894698713,83.02062198,0.2197857255,66.47701782,0.1293926656,74.93857769,0.03619409392,97.36119957,0.01979444133,83.53643411,0.02694273683,129.6857004,0.03133554894,50.93065623,0.02160639661,74.93573085,0.01429454065,113.2109873,0.01941983125,85.45881912,0.02589664521,127.9410987,0.01915757959,81.98860676,0.01796690537,91.61358403,0.02048710495,77.45040826,0.01936947037,84.4842672,0.01810799596,90.69685043,0.01553995949,98.04156858,0.01833427951,92.4310018,0.05669393612,134.3090964,0.00147118844,39.46868565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.3,0.02017858756,85.05593839,0.2173431716,71.00056117,0.1437661449,80.02446904,0.04142663853,101.0366204,0.02102624273,85.74548979,0.02758080591,157.9063954,0.03413162179,50.88053098,0.02366461083,75.02258361,0.01521547867,115.689634,0.02330424924,76.90787257,0.02658322405,155.3884776,0.02055754117,83.11062434,0.01836508479,97.38888756,0.02229415585,77.80828332,0.02055318178,85.9184012,0.01857759463,95.63796152,0.01560547464,104.104247,0.01873709122,97.99923309,0.07128281541,155.7497142,0.00124693108,30.70544034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.1,0.0157447401,335.4437246,0.1838655451,269.14718,0.1146680506,277.6019827,0.03491995089,344.7119024,0.01648790239,336.7446361,0.03619371717,518.0091929,0.02845804451,193.8960187,0.01838660137,296.3941282,0.01296961781,438.295999,0.0179305706,318.821507,0.03552842857,513.5025112,0.01754584532,311.1311095,0.01490504,369.387759,0.01724039433,311.2653943,0.01633455549,342.3335321,0.01503172144,371.9786261,0.01329744327,404.3528893,0.01443848439,383.2138697,0.03983988489,417.2002139,0.001442677085,172.1027623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.2,0.01904999774,90.09858407,0.230982048,70.14194861,0.1308540998,80.73912443,0.03525492381,106.543589,0.01990648179,90.71749453,0.0246303291,135.3506085,0.03079934988,56.64871382,0.02154519788,82.02745925,0.01411892305,125.3986896,0.01868795734,96.7574204,0.02366374485,133.5644145,0.01931575622,88.86622821,0.01819812305,98.59364439,0.02046826686,84.66429707,0.01953643698,91.93777761,0.01837525235,97.59924799,0.01594236054,104.963144,0.01873528215,98.70738267,0.05556669988,141.980965,0.001597168486,45.28736775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.3,0.02073165549,92.8060035,0.2260421027,75.93142044,0.1457832922,86.90258969,0.04105414479,110.5808985,0.02165091546,93.58817154,0.02558407942,166.091146,0.0343934171,56.6748973,0.02414696957,82.41083208,0.01541483491,128.5951042,0.02321004683,86.49940164,0.02472284655,163.3381272,0.02112573251,90.82603353,0.01902326078,105.3316355,0.02271733636,85.59840376,0.02128411491,93.81752768,0.01928763458,103.3599756,0.01644227477,111.7677213,0.01962381168,105.0188422,0.07062557903,165.2401255,0.001395584417,36.03308182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
